country_txt,region,eventid,attacktype1_txt,target1,nwound,nkill,killHurtRatio
United States,newyork,198408220001,Bombing/Explosion,"General Electric Company, sales office *",0,0,NA
United States,oregon,198408290011,Unarmed Assault,Judge William Hulse,2,0,0
United States,texas,198409070008,Facility/Infrastructure Attack,West Loop Clinic,0,0,NA
United States,texas,198409070009,Facility/Infrastructure Attack,Women's Outpatient Clinic,0,0,NA
United States,texas,198409080004,Facility/Infrastructure Attack,Concerned Women's Center Care Clinic,0,0,NA
United States,oregon,198409090004,Unarmed Assault,Food in Restaurants,25,0,0
United States,texas,198409090005,Bombing/Explosion,Clear Lake Women's Center,0,0,NA
United States,puertorico,198409130001,Bombing/Explosion,2 Relay Towers,0,0,NA
United States,california,198409130009,Facility/Infrastructure Attack,The Birth Control Institute,0,0,NA
United States,georgia,198409130010,Facility/Infrastructure Attack,Northside Family Planning Services,0,0,NA
United States,oregon,198409200009,Unarmed Assault,Salad Bars,751,0,0
United States,georgia,198409200010,Facility/Infrastructure Attack,Planned Parenthood of Cobb County,0,0,NA
United States,newyork,198409260002,Bombing/Explosion,"South African Consulate, 425 Park Avenue, 55th & 56th Sts.",0,0,NA
United States,newyork,198409260003,Bombing/Explosion,Union Carbide Corporation building  (4 story silicone bldg.),0,0,NA
United States,california,198410150009,Facility/Infrastructure Attack,Planned Parenthood Association of Humboldt County,0,0,NA
United States,districtofcolumbia,198411030010,Bombing/Explosion,"American Civil Liberties Union office, Washington DC",0,0,NA
United States,texas,198411110008,Facility/Infrastructure Attack,Colored Women's Center at Alameda Medical Square,0,0,NA
United States,maryland,198411190007,Bombing/Explosion,Randolph Medical Clinic,0,0,NA
United States,maryland,198411190008,Bombing/Explosion,Metropolitan Medical & Women's Clinic,0,0,NA
United States,puertorico,198412100005,Bombing/Explosion,recruiting office,0,0,NA
United States,puertorico,198412100006,Bombing/Explosion,University of Puerto Rico Rio Piedras campus,0,0,NA
United States,puertorico,198412100007,Bombing/Explosion,recruiting office,0,0,NA
United States,puertorico,198412100008,Bombing/Explosion,national guard academy,0,0,NA
United States,puertorico,198412100009,Bombing/Explosion,recruiting center,0,0,NA
United States,maryland,198412240005,Bombing/Explosion,Metropolitan Family Planning Center,0,0,NA
United States,florida,198412250008,Bombing/Explosion,Clinic owned by Dr. William Permenter,0,0,NA
United States,florida,198412250009,Bombing/Explosion,Clinic owned by Dr. Bo Bagenholm,0,0,NA
United States,florida,198412250010,Bombing/Explosion,The Ladies Center,0,0,NA
United States,districtofcolumbia,198501010010,Bombing/Explosion,Hillcrest Women's Surgi-Center,0,0,NA
United States,puertorico,198501250009,Bombing/Explosion,US courthouse in Old San Juan,0,0,NA
United States,newyork,198502180001,Bombing/Explosion,Car,0,0,NA
United States,texas,198502220011,Facility/Infrastructure Attack,Women's Clinic of Mesquite,2,0,0
United States,newyork,198502230001,Bombing/Explosion,Headquarters,0,0,NA
United States,california,198503160008,Facility/Infrastructure Attack,The Birth Control Institute,0,0,NA
United States,newyork,198504150003,Unarmed Assault,Water Supply serving NYC,0,0,NA
United States,california,198504220003,Bombing/Explosion,theater featuring Soviet-made films,0,0,NA
United States,california,198505150011,Bombing/Explosion,"John Hauser, Berkley Graduate Student & Air Force Captain",1,0,0
United States,california,198505150015,Bombing/Explosion,"Dr. George Ashley, former high school teacher and advisor at the Institute for Historical Review",0,0,NA
United States,ohio,198506020008,Facility/Infrastructure Attack,home of a black family in a predominantly white neighborhood,0,1,Inf
United States,washington,198506130008,Bombing/Explosion,Fabrication Division of Boeing,0,0,NA
United States,texas,198506220006,Bombing/Explosion,mosque,0,0,NA
United States,puertorico,198507030002,Bombing/Explosion,"Army-Navy Recruiting Station in Fajardo, Puerto Rico",0,0,NA
United States,massachusetts,198508070007,Bombing/Explosion,Dump,2,0,0
United States,newjersey,198508150001,Assassination,"Home of Tscherim Soobzokov (61), once accused member of Waffen SS",4,0,0
United States,massachusetts,198508170001,Bombing/Explosion,Mail Box,0,0,NA
United States,newyork,198508200001,Bombing/Explosion,Office,0,0,NA
United States,newyork,198508200002,Bombing/Explosion,Headquarters,0,0,NA
United States,newyork,198509060007,Bombing/Explosion,"Elmars Sprogis, a former police chief in Nazi-occupied Latvia accused of Nazi war crimes",1,0,0
United States,newyork,198509270012,Bombing/Explosion,Airports and Airlines,0,0,NA
United States,puertorico,198510070012,Bombing/Explosion,Electrical High Tension Line Tower,0,0,NA
United States,puertorico,198510070013,Bombing/Explosion,Electrical High Tension Line Tower,0,0,NA
United States,california,198510110002,Assassination,"Alex Odeh (41), West Coast Regional Director",0,1,Inf
United States,northcarolina,198510250004,Facility/Infrastructure Attack,Hallmark Clinic,0,0,NA
United States,louisiana,198510270002,Facility/Infrastructure Attack,River City Women's Clinic,0,0,NA
United States,louisiana,198510300010,Facility/Infrastructure Attack,Delta Women's Clinic,0,0,NA
United States,puertorico,198511060012,Assassination,"Michael S. Snyder, Major",1,0,0
United States,michigan,198511150006,Bombing/Explosion,James McConnell,2,0,0
United States,delaware,198511190005,Facility/Infrastructure Attack,"National Association for the Advancement of Colored People (NAACP) headquarters offices in Dover, Delaware",0,0,NA
United States,districtofcolumbia,198511290012,Facility/Infrastructure Attack,"American-Arab Anti-Discrimination Committee Offices, Washington D.C.",0,0,NA
United States,oregon,198512020029,Bombing/Explosion,Portland Feminist Women's Health Center,0,0,NA
United States,oregon,198512020030,Bombing/Explosion,Lovejoy Surgi-Center,0,0,NA
United States,oregon,198512020031,Bombing/Explosion,"Planned Parenthood of Beaverton, Oregon",0,0,NA
United States,oregon,198512020032,Bombing/Explosion,Dr. Peter Bours,0,0,NA
United States,newyork,198512100005,Bombing/Explosion,Manhattan Women's Medical Center,0,0,NA
United States,california,198512110011,Bombing/Explosion,"computer rental store in suburb of Sacramento, California",0,1,Inf
United States,ohio,198512300008,Facility/Infrastructure Attack,Margaret Sanger Center of Planned Parenthood,0,0,NA
United States,ohio,198512300009,Facility/Infrastructure Attack,Women's Health Care Center,0,0,NA
United States,ohio,198512310002,Facility/Infrastructure Attack,Toledo Medical Services,0,0,NA
United States,puertorico,198601060001,Bombing/Explosion,Post Office,0,0,NA
United States,puertorico,198601060002,Bombing/Explosion,post office,0,0,NA
United States,puertorico,198601060003,Bombing/Explosion,Army recruiting office,0,0,NA
United States,puertorico,198601060004,Bombing/Explosion,Post Office,0,0,NA
United States,massachusetts,198601060010,Bombing/Explosion,Boston Bruins v. Soviet Team Hockey Game,0,0,NA
United States,california,198603030007,Bombing/Explosion,"Internal Revenue Service offices, Culver City California",0,0,NA
United States,idaho,198603060005,Bombing/Explosion,"Gary Solomon, local Jewish businessman",0,0,NA
United States,louisiana,198603130007,Facility/Infrastructure Attack,Acadian Women's Center,0,0,NA
United States,puertorico,198603170012,Bombing/Explosion,Esso Service Station in Ponce Puerto Rico,0,0,NA
United States,california,198603180012,Assassination,Tran Khan Van,1,0,0
United States,puertorico,198604140006,Bombing/Explosion,Student center at the University of Puerto Rico,0,0,NA
United States,puertorico,198604290001,Assassination,Alejandro Gonzalez Molave-29; former police undercover agent,0,1,Inf
United States,illinois,198605130017,Facility/Infrastructure Attack,Northern Illinois Women's Center,0,0,NA
United States,arizona,198605140015,Facility/Infrastructure Attack,three high-voltage power lines to the Palo Verde nuclear plant,0,0,NA
United States,ohio,198605200017,Facility/Infrastructure Attack,Center for Choice,0,0,NA
United States,kansas,198606090009,Bombing/Explosion,Women's Health Care Services Clinic,0,0,NA
United States,missouri,198606140014,Facility/Infrastructure Attack,Reproductive Health Services Clinic,0,0,NA
United States,illinois,198607030008,Bombing/Explosion,"Internal Revenue Service Office, Lombard Illinois",0,0,NA
United States,idaho,198608070008,Bombing/Explosion,"Classic Auto Restoration, auto repair shop, owned by Fred Bower",0,0,NA
United States,newyork,198609020008,Unarmed Assault,Metropolitan Opera House,32,0,0
United States,idaho,198609160002,Bombing/Explosion,home of Roman Catholic priest,0,0,NA
United States,puertorico,198609180009,Facility/Infrastructure Attack,"United States Army Recruiting Station, Toa Baja Puerto Rico",0,0,NA
United States,idaho,198609290001,Bombing/Explosion,federal office bldg,0,0,NA
United States,idaho,198609290002,Bombing/Explosion,armed services recruitment office,0,0,NA
United States,idaho,198609290003,Bombing/Explosion,Jax Restaurant,0,0,NA
United States,idaho,198609290004,Bombing/Explosion,Gibbs Mercantile bldg,0,0,NA
United States,newyork,198610200002,Facility/Infrastructure Attack,Lincoln Center,0,0,NA
United States,michigan,198610240016,Bombing/Explosion,"Yugoslavian delegates at Yugoslav restaurant in Detroit, Michigan",0,0,NA
United States,puertorico,198610280017,Bombing/Explosion,"Navy Recruiting Station, Fajardo, Puerto Rico",1,0,0
United States,puertorico,198610280018,Bombing/Explosion,Fort Buchanon,0,0,NA
United States,puertorico,198610280019,Bombing/Explosion,"United States Army Reserve Recruiting Station, Santurce, Puerto Rico",0,0,NA
United States,puertorico,198610280020,Bombing/Explosion,"Army Reserve Center, Aguadilla, Puerto Rico",0,0,NA
United States,puertorico,198610280021,Bombing/Explosion,"National Armory, Mayaguez Puerto Rico",0,0,NA
United States,puertorico,198610280022,Bombing/Explosion,"Army-Navy Recruiting Office, Bayamon, Puerto Rico",0,0,NA
United States,puertorico,198610280023,Bombing/Explosion,"Army Reserve Recruiting Station, Cayey, Puerto Rico",0,0,NA
United States,newyork,198610290013,Bombing/Explosion,Eastern Women's Center,2,0,0
United States,illinois,198610310007,Facility/Infrastructure Attack,Northern Illinois Women's Center,0,0,NA
United States,puertorico,198611050005,Bombing/Explosion,national guard hq (U.S. guard),0,0,NA
United States,newyork,198611110014,Bombing/Explosion,Queens Women's Medical Office,0,0,NA
United States,newyork,198611150013,Facility/Infrastructure Attack,,0,0,NA
United States,illinois,198611250003,Facility/Infrastructure Attack,Northern Illinois Women's Center,0,0,NA
United States,michigan,198612010004,Facility/Infrastructure Attack,Reproductive Health Care Center of Planned Parenthood,0,0,NA
United States,michigan,198612040003,Bombing/Explosion,Woman's Care Clinic of Southfield,0,0,NA
United States,illinois,198612100008,Facility/Infrastructure Attack,Northern Illinois Women's Center,0,0,NA
United States,newyork,198612140006,Bombing/Explosion,"Planned Parenthood of New York City, Margaret Sanger Center",0,0,NA
United States,puertorico,198612280008,Bombing/Explosion,"Puerto Rican National Guard Armory, Yauco, Puerto Rico",0,0,NA
United States,puertorico,198612280009,Bombing/Explosion,"United State Post Office, Guayama, Puerto Rico",0,0,NA
United States,illinois,198701060007,Facility/Infrastructure Attack,Northern Illinois Women's Center,0,0,NA
United States,minnesota,198701270007,Facility/Infrastructure Attack,Midwest Health Center for Women,0,0,NA
United States,utah,198702200015,Bombing/Explosion,"Gary Wright, Vice President, CAAMS Inc.",1,0,0
United States,ohio,198702230003,Bombing/Explosion,Margaret Sanger Center of Planned Parenthood,0,0,NA
United States,california,198703020005,Bombing/Explosion,"Internal Revenue Service building, Laguna Niguel California",0,0,NA
United States,ohio,198703080007,Facility/Infrastructure Attack,Toledo Medical Services,0,0,NA
United States,california,198704160014,Facility/Infrastructure Attack,Veterinary Medicine Research Facility meant to house the animal diagnostic center (which was in the process of construction) at the University of California-Davis,0,0,NA
United States,montana,198704190014,Bombing/Explosion,"unoccupied police car in Missoula, Montana",0,0,NA
United States,florida,198705010018,Bombing/Explosion,Almacen El Espanol,0,0,NA
United States,florida,198705020004,Bombing/Explosion,Cubanacan,0,0,NA
United States,puertorico,198705250007,Bombing/Explosion,city bank,0,0,NA
United States,puertorico,198705250008,Bombing/Explosion,citibank,0,0,NA
United States,puertorico,198705250009,Bombing/Explosion,bank of boston,0,0,NA
United States,puertorico,198705250010,Bombing/Explosion,post office,0,0,NA
United States,puertorico,198705250011,Bombing/Explosion,"officee, customs",0,0,NA
United States,puertorico,198705250012,Bombing/Explosion,bomb disposal truck,0,0,NA
United States,florida,198705250017,Bombing/Explosion,Business that transports goods to Cuba,0,0,NA
United States,puertorico,198705250019,Bombing/Explosion,"New York Department Store, Caguas Puerto Rico",0,0,NA
United States,ohio,198706080015,Facility/Infrastructure Attack,Toledo Medical Services,0,0,NA
United States,california,198707270004,Bombing/Explosion,Family Planning Associates Medical Group,0,0,NA
United States,florida,198707300016,Bombing/Explosion,Machi Community Service,0,0,NA
United States,northdakota,198708000002,Facility/Infrastructure Attack,Fargo Women's Health Organization,0,0,NA
United States,california,198708070010,Facility/Infrastructure Attack,"Mai magazine's office in Garden Grove, California",0,1,Inf
United States,florida,198708270008,Bombing/Explosion,VA-Cuba,0,0,NA
United States,california,198709010010,Facility/Infrastructure Attack,San Jose Valley Veal and Beef Company plant,0,0,NA
